professor,review,tags
David Anthony Muller,"Excellent course, excellent professor. Knows his stuff, and is excellent at condensing it to the most comprehensible level. Creates interest in the matter and has a great sense of humor to keep things lively in class. Brilliant, AEP 6610 is a great course. You learn so much, the light amount of homework is relevant and fun (often computer-based), no exams, just a term paper of ~10 pages.  You get a great intro to the field in a happy setting.  There will be some scattering physics, though. He sucks.  He explains nothing and gives really hard homeworks and prelims.",[]
Ariel  Ortiz Bobea,,[]
Thatcher Collin Bell,,[]
Richard Lane Canfield,,[]
Nate  Foster,"An amazing professor. The lectures are very fun, and while the course is hard his teaching style will help you do well.","['Lots of homework', 'Caring', 'Respected', 'Group projects', 'Amazing lectures']"
Lisa Ann Fortier,,[]
John A. Haines-Eitzen,,[]
Dorothy P. Debbie,"The professor seemed easy-going and nice at first, but she was not very understanding of a difficult situation I had during the semester. Also a soft-spoken lecturer, so sit in the front if you want to take good notes. Have to go to lecture and write down the answers to homework questions that she says. Not do on your own. Good class overall. Strongly recommend. Minimal work.  Meh...course paled to what expectations I had going in. Teacher is friendly and available for help anytime. Material is not as advanced as you'd expect= brief overview. If you took immuno or microbio class will be easy. Not too hard of a class to get an easy grade. Pretty tough to get an A+ or A despite simple content. take extra credit, easy pts","['Tough grader', ""Skip class? You won't pass."", 'Lots of homework']"
Jessica Verde Tracey,,[]
David L. Rubin,,[]
Lisa  Thompson,,[]
Scott  Peters,,[]
Matthew  Hall,,[]
Amy Chun Kim,,[]
Kimberly P. Kenyon,,[]
Arnaud  Monnier,,[]
Rhonda  Gilmore,,[]
Donald L. Koch,"Don Koch taught Heat and Mass Transfer Fall 09. He had good lecture notes that you can follow. He presented the material well and explained any confusion. However, the homework and prelims tend to be tedious and hard. However office hours were very useful. If there is a worse professor at cornell, i have never had him.  This guy can barely talk, let alone explain fluids.  its over halfway through the semester, and we still have no idea when the 2nd prelim is scheduled for.  he is a disgrace to the cheme dept.  aviod this class if at all possible. Basically what the first two posters said.  Lecture boring and confusing, notes illegible, terrible textbook choice.  Excuse me, how are we supposed to do well in this class?  If the MechEs are understanding the same concept better in different class and professor, there is no way this class is too hard for him to teach well. I found him very approachable during office hours. He was very willing to help me and patient with answering all my questions. Even though his lectures were a bit dull, his notes were so detailed and provided good explainations. He's a good professor. Where shall I begin!  Is it his terrible notations? or his boring lecture? (Ps. lectures are a complete waste of time!) or his stupid tests? so unclear ... u don't even know what the question is asking for! let alone solve it! thank God we had",[]
Leonard Jay Mirin,"Really good professor. It gives long but interesting lectures. Laid back, flexible and understanding with students' schedules. Lectures are inspiring and refreshing... Offers great (landscape) history classes.","['Clear grading criteria', 'Tests? Not many', 'Respected']"
Tom  Silva,,[]
Michael Ben Timmons,"I absolutely loved this class. All lectures were online, and in class attendance was required for weekly quizzes on the lectures. Nearly everyone got full marks on all homework assignments and I found the class super interesting. Timmons truly wants his students to do well, although is full of very old fashioned humor.","[""Skip class? You won't pass."", 'Caring', 'Respected']"
Kandukuri Venkat Raman,"KV is awesome! Very chill , nice , caring, smart and responsive guy. Learned a lot on the IARD trip over winter break.","['Caring', 'Respected', 'Accessible outside class']"
Martin Timothy Wells,,[]
Uli B. Wiesner,,[]
Morton  Wan,,[]
Hankyul  Kim,,[]
Francis J. DiSalvo,"Don't take his class if you don't need to. You can't really understand his lecture, especially on molecular orbitals. I could not follow his lectures at all! He made absolutely no sense. Unfortunately the course is pretty much mandatory for pre-vet and pre-med students so you are just going to have to tough it up and deal with him.  Don't count learning anything in lectures.  Go to TA office hours and the supplementary course if you really want to learn. I learned so much more in high school. He teaches the bare minimum and then has a super hard exam that has nothing to do with what he ""taught"" you. You're basically doomed to fail. he was really nice and i liked him, but i was confused a lot of the time. this was partly bc of the material covered though He's a good professor overall. He liked to blow things up.",[]
Rebecca Morgenstern Brenner,,[]
Olumayowa Anjolaoluwa Willoughby,,[]
Christopher W. Frye,,[]
Nava  Scharf,Nava makes Hebrew fun and enjoyable. You are going to want to make aliyah after her course...,"['Caring', 'Gives good feedback', 'Participation matters', 'Respected', 'Accessible outside class']"
Kelly  Zamudio,"VERY good professor and a very good course. Clear and relatively entertaining lecturer. Did a great job of designing such a lard course in my opinion. Well qualified and taught lots of interesting information. Professor makes sure she is clear in her explanations but doesn't always explain everything needed to know on the exams. The work for the sections aren't very taxing and you are provided with notes from the lectures. The exams are frustrating because correct answers must be supported with lots of details. Differing opinions of TA's may confuse. Good professor, tough class.  She does a good job of going through the material in an organized way.  Lectures are not always interesting, but attendance is important to do well on the test.  Lab tests are a lot of memorizing, but most organismal bio classes are.  Overall, quite good! Very good prof, very enthusiastic and willing to help. Structure and layout of the course is great. Labs required a lot of memorization but they are ran by TAs...so it will change year to year. A good teacher, very enthusiastic abouther subject.  Unfortunately, she makes you feel like the course and testing will be easier than it is, and she does expect you to know little details.",[]
Takayuki  Kihira,,[]
Paul  Davis,,[]
Tom  Ruttledge,,[]
A. Kevin  Tang,,[]
Darlene  Campbell,"Dr. Campbell is the best professor I have ever had. I am on my road to being a successful doctor, in upstate New York. I loved this class, the professor is the nicest and is available 24/7. I made friends and had a great time in this class. Thank you, Dr. Campbell!","['Get ready to read', 'Gives good feedback', 'Respected', 'Lots of homework', 'Inspirational']"
Barbara  Correll,"some professors know how to lecture, prof C knows how to teach. She will uplift you and inspire you to work harder, do better, and not care what others think. She has such zany ideas about these classic texts, shell really surprise you! Shell expose you to several of the trickier dialects of academese along the way.","['Tough grader', 'Hilarious', 'Caring', 'Participation matters', ""Skip class? You won't pass.""]"
Natasha Grace Holmes,,[]
Kriszta  Pozsonyi,,[]
Thomas Peter Volman,"Professor Volman is super nice and caring. If you need an extension, he will give it to you as long as you tell him a valid reason. He's really passionate about anthropology and really does care for his students. I would take any class with him again.","['Participation matters', 'Caring', 'Accessible outside class']"
Beth Frances Milles,"You never know what you're gonna get with Beth, but usually it's awesome. Definitely unlike any other courses I've taken at Cornell. Worth it! Beth makes class feel informative and interesting and pushes us to do better than we did yesterday. She's brilliant. Beth is great! Not your typical playwriting class.  Beth talks a lot about theory and the unconventional in playwriting, but it's balanced with Aoise's practicality in the craft.  Readings aren't bad (though some are pretty weird), but Beth is simply an excellent presence to be around, especially with finding one's playwriting voice. A great class, though it definitely requires work.  If you think that because it's an acting class it'll be easy, then this class isn't for you.  Prof. Milles is wonderful and I would take any class with her.",['Inspirational']
Stephen  Hilgartner,"This was an easy class. Show up, pay attention, and you will do just fine. He is quite engaging and has interesting material. I would definitely take this class again. I learned a lot from it.","['Get ready to read', 'Participation matters', ""Skip class? You won't pass."", 'Gives good feedback', 'Lecture heavy']"
Natalie M. Mahowald,,[]
John J. Michael,,[]
Andrew  Campana,,[]
Maria  Park,,[]
Carole Elizabeth Boyce Davies,"Great Professor! Laid back and not demanding. Amazing discussion! Good book discussions. Prof CBD is awesome!  Take classes with her if you're ready to think and be real about it.  Really engaging, she cares deeply about the work which makes the class discussions more dynamic.  The material and style of this class (Black Women Writers: Book to Screen) was great. Please stay away if at all possible. She makes it pretty clear that she has no interest in teaching or being at all helpful. Would rather cancel class five times in one semester in order to attend conferences, or spend time writing her next book. Most disorganized class I've ever taken with the most frustrating prof I've ever had.","['Get ready to read', 'Participation matters', 'Respected']"
Eugene Thome Won,,[]
Julia  Finkelstein,"Good person but the not very interesting class. Clearly very intelligent but SO arrogant, condescending, and self-impressed. The material is interesting and important, but the prof's personality is borderline insufferable. Think a charmless Amy Farrah Fowler from The Big Bang Theory. You'll learn a fair bit about epi, but be prepared to learn from a prof who cares most about her own ego.","['Lecture heavy', 'Participation matters']"
Nick  Salvato,"Nick is perhaps the best lecturer at Cornell - he doesn't hesitate, break, or stutter through entire classes. He also remembers students' names within weeks in large lectures. He's also one of the clearest critical thinkers on campus. Not an easy grader, but definitely fair Nick's worst trait is that his genius can be intimidating, but if you don't let that get to you, then his class is very rewarding. He blows your mind every class period, and if you put in the work, it's not hard to get good grades. He's exceptionally accommodating about missing classes and getting extensions as long as you talk to him about it. Really great professor who is both helpful and approachable. Good discussions but readings are incredibly long and often difficult to get through. Always a heavy bent on FGSS issues in Nick's classes even if not cross-listed as such. Amazing professor. Not easy, but perhaps the best lecturer at Cornell. No ums, likes, or breaks. It's as if he reads from a teleprompter, but has the enthusiasm of an unplanned conversation. Incredible knowledge about television and film theory. Highly recommended! Nick Salvato is an excellent professor - a brilliant person with a genuine interest in teaching. Be warned: the texts are often difficult, but he has a very straightforward and accessible teaching style. If you put forth the effort, you will learn a lot. Grading is fair. He is very patient and willing to help if you don't understand something.","['Amazing lectures', 'Would take again', 'Respected']"
Jonathan I. Lunine,,[]
Sabine  Haenni,"Engaging lecturer, but sometimes disorganized. Only two papers, a midterm, and take home final. Exams were very easy. Very easy class. Though the readings were long, most people (including myself) never did them and still did fine. Grades consisted of three larger papers and a few shorter responses, as well as showing up to class. Graded fairly, was always more than willing to help, and gave many extra credit opportunities. SUCH a nice and chill professor Prof. Haenni is a very good teacher who you definitely should take a course with if you're interested in film. She knows a lot and has interesting things to say. Her class is also structured and graded nicely. She is very disorganized though, but if you don't mind that, it's not a problem. Highly recommended! Sabine is a great teacher and you'll learn a lot and she can keep you engage for a long course. If you want to learn about film definitely take a course with her. The only thing is she is really disorganized and changed the grading scale in some ways. If you're interested in learning about film, definitely take this class. Sabine is very enthusiastic about the subject, and extremely approachable. Lectures and discussion involve deep analysis of certain scenes, but also the history of Hollywood, filmic techniques, etc.","['EXTRA CREDIT', 'Participation matters', 'Tests? Not many', 'Would take again']"
LizabethAnn  Eisen,,[]
Daniel  Lebret,"This guy is amazing. I think he's literally revitalized my real estate career and has inspired me so much in this industry. Try to take EVERY class with him cause you will learn so much! Truly appreciate this guy and honestly think he's one of the best professors at Cornell Can't find the red hot chilly pepper, but his fashion's on point too.","['Inspirational', 'Respected', 'Hilarious', 'Caring']"
Jonathan  Cheetham,,[]
Daniel P. Manne,Probably the best class I've had at Cornell,"['Tough grader', 'Get ready to read', 'Hilarious', 'So many papers', 'Graded by few things']"
Stephanie A. H. Divo,"She is very strict on pronunciation, grammar and manners, but this is all in an effort to get you to think, behave and speak like a Chinese person. She is available to give help during office hours, and exams are very fair. This class is a big time commitment, but you will actually learn Chinese if you take it.","['Clear grading criteria', 'Participation matters', ""Skip class? You won't pass."", 'Lots of homework', 'Respected']"
Melissa A. Hines,"Hines's lectures are structured, organized, and well-prepared. The group quizzes are hard, especially if your group is incompetent, but the prelims are fair game so long as you pay attention in lecture, take notes, keep up with the material, and at least attempt the group quizzes. The course is challenging but rewarding if you put in the effort.","[""Skip class? You won't pass."", 'Group projects', 'Tough grader', 'Lots of homework', 'Test heavy']"
Barbara  Strupp,,[]
Andrew  Whitmore,"Prof Whitmore is very talented and clear in his presentations and Business Computing comes highly recommended to any Cornellian. Though he can come off as arrogant and annoyed, he displays information in an easy to understand and comprehensive manner.","['Participation matters', 'Test heavy', 'Graded by few things']"
Suzanne Lanyi Charles,,[]
Nozomi  Nishimura,,[]
John Hamal Hubbard,,[]
Silvia  Amigo-Silvestre,"Silvia was my favorite professor this semester. She's caring, reasonable, and highly encouraging. The class was definitely a lot of work at times, but it was always manageable and within reason-- your Spanish WILL improve. I initially took the class just to fulfill the language req, but now I've been inspired to continue Spanish throughout college.","['Gives good feedback', 'Lots of homework', 'Participation matters', ""Skip class? You won't pass."", 'Caring']"
Norman Roy Scott,,[]
Warren R. Zipfel,,[]
Yuri  Berest,"Professor Berest followed the textbook very closely, and if you paid attention in class, was very helpful. A lot of students don't like his lectures, but they were useful as long as you didn't slack off yourself. The exams were challenging but doable if you keep up with the homework, and this class was much better than MATH 1920.","['Tough grader', 'Get ready to read', 'Would take again', 'Lots of homework', 'Hilarious']"
Young-Hoon  Park,,[]
James  Booth,,[]
Steve  Winans,Steve was a great professor. His quizzes can be a little tough but he will adjust the curve to make sure the average is an acceptable score. His powerpoint slides are so informative and detailed that I still referred back to them even when I was taking upper level classes. He makes you work for your grade but we're at Cornell so what do you expect?,"['Inspirational', 'Caring', 'Lecture heavy', 'Amazing lectures', 'Tough grader']"
Jamol J Pender,"Pender is a great professor. Engages with students outside of class, incorporates fun examples into lecture. ORIE 4130 - content was difficult, but he made it very tangible and was not a harsh grader. Genuinely feel like I learned in that class. Wish I had taken a pender class sooner.","['Participation matters', 'Gives good feedback', 'Caring', 'Accessible outside class']"
Christine Bacareza Balance,,[]
Neal  Zaslaw,"It was a one-to-one class, and he really cared about me as a person, and wanted me to succeed. however, he hates bell-curves, so watch out! Funny, extremely knowledgeable, and very engaging. Assigns interesting essays, too. Very much recommended! I love this man. He definitely knows what he's talking about, but isn't as pretentious as most musicologists and doesn't look down on you if you don't know what he's talking about. Extremely helpful and kind hearted...but he knows when you're bs-ing, so don't. pretentious and off-putting. still informative and a genius... Prof. Zaslaw is the most knowledgeable man I think I've met at Cornell.  The man is one of the world's foremost musicologists!  Loves what he does, isn't as old school as you would think, and really wants you to do well and love music.  Great class but memorizing symphonies/operas was challenging.",[]
Noliwe M. Rooks,,[]
Flavien T. Glidja,"Awful. This class made me hate French and dread attending class everyday. If you are teaching a 1220 class, most people shouldnt be on the brink of failing the first exam. If you have TAs, they should be allowed to teach and see exams because they are there to learn to. A miserable and regrettable experience. Flavien has unrealistic expectations in terms of how much time students can allocate to French every day. We are full time students with loads of classes and work. He doesn't understand that. 1220 was quite possibly the most miserable class I've ever taken. (ONE PRO- grading is weighted over lots of things (exams, hw, writing, etc)) Don't do it. Flavian is the man. If you want to improve your French, he'll help you do it, although it does get challenging and work-intensive at times, but is TOTALLY worth it. He does a great job of clearly explaining everything, and makes it fun. On top of that, he has a great attitude towards life that everyone can learn from. Flavien is a fabulous teacher who genuinely cares about his students. He is from Benin and has an interesting story  if you get to talk to him outside of class. Cool accent! I had him for French 209 back in Spring 2009. I was mistakenly placed in the class, so it was easy for me. The book was stupid so I just photocopied it from the libe. Flavien is a very good teacher. He makes sure his students understand the material, and will never refuse a question. This class is not easy by any stretch of the imagination, but Flavien does his best to make the material fun (organizing debates, making and acting out plays) Cornell is lucky to have Flavien.","['Lots of homework', 'Tough grader', 'Participation matters', ""Skip class? You won't pass."", 'Group projects']"
Anthony Ray Collins,,[]
Ira M. Wasserman,,[]
Christopher Kemper Ober,Great intro class for polymers!,[]
Alexander G. Ophir,"He's a nice guy and willing to help students, although his lectures are sometimes a little bit confusing because he over-explains simple concepts. Prelims are LONG &amp; sometimes graded unfairly, but pretty easy. Make sure to know ALL the key terms he hands out. Lowest prelim dropped, poster presentation is an easy 95-97% and counts as an exam grade",[]
Walker Mcmillan White,"Walker's a great prof! The assignments require a lot of work, but are extremely interesting. It's hard to go to class and not listen to him - the lectures are interesting.","['Respected', 'Amazing lectures', 'Clear grading criteria', 'Lots of homework', 'Inspirational']"
Jennifer  DeRosa,,[]
Oskar  Liivak,"Well, honestly, I am not sure whether it is because I am not doing well in the final exam or I ask too many tough questions, I didn't get a good grade even though I worked hard, finished all my readings, and doing several past exams. Some of my friends have the same situation so I am not alone. I wrote him twice asking Qs and received no response.","['Tough grader', 'Participation matters']"
Toddi L Gutner,,[]
Suyoung  Son,,[]
Toby Rollin Ault,"great professor, cares a lot about material and students learning it, which is really nice","['Group projects', 'Hilarious', 'Caring']"
Nandini  Ananth,Lectures were great. Homework is hard as are exams.,"['Amazing lectures', 'Tough grader', ""Skip class? You won't pass."", 'Inspirational', 'Lots of homework']"
David P. Lennox,Good class to take. Learn a lot of important skills regarding communication. You will enjoy this class and the professor.,"['Participation matters', 'Amazing lectures', 'Gives good feedback']"
Daniel Megrue Berman,,[]
Andrew C. Myers,Really hard but one of the best teachers I've ever had.,"['Amazing lectures', 'Group projects', 'Would take again', 'Lots of homework', 'Tough grader']"
Gary Carlton Bergstrom,,[]
Derek H. Warner,"The cutest professor in engineering. ;) A great guy.  Course was a bit scattered, but he definitely wants to get better. Derek Warner is a great guy and his class is actually really interesting. He was only teaching for the second time when I took his class, so he started out rusty, but got better as a the semester went on. He's SUPER NICE and really enthusiastic about what he is teaching. If you do the practice problems, you'll make good grades on the exams.",[]
Jonathan Beck Monroe,"Professor Monroe is arguably the most knowledgeable professors I have had at Cornell. He demonstrates a clear passion and knowledge of world poetry. By the end of the semester, you'll have some understanding, too. He's really flexible about papers and gives students a lot of freedom to write about the literature they want to from the course.","['Gives good feedback', 'Get ready to read', 'Participation matters', 'Amazing lectures', 'Inspirational']"
Fred Barry Schneider,"Kinda a mean person. Lectures can be pretty dry too. He co-taught OS with RVR, and RVR was not only nicer, but also more engaging during lecture. His lectures are confusing, his explanations vague. He also doesn't have real lecture slides, they're just handwritten notes (which are even more incomprehensible than he is in person). 80k tuition and not even readable slides.... AVOID him for CS4410. He co-lectured with RVR and while I mostly always understand RVR, I rarely understand Schneider. If you come to office hours, he wont help you or treat you with respect. Its like an imposition to him. Arrogant as though he knows everything. Not approachable. The expositions concentrate on tedious details and not on principles. His TAs are harsh. Nice classes",['Graded by few things']
Liam  McAllister,"The guy's scary smart - definitely agree with the rest of the reviews! The class is super challenging and McAllister goes very fast, but he's always eager to stop and clarify. Despite what he says, the problem sets and prelims are anything but &quot;trivial&quot;, so be prepared to spend some time on this class, but it's well worth it!","[""Skip class? You won't pass."", 'Lots of homework', 'Lecture heavy']"
Andreea C. MINCA,,[]
Christina M. Homrighouse,I am so thankful that I had a Christina as a teacher for EDA. I now graduated and she is even willing to help with a excel-based work assignment that I have been struggling with. She genuinely cares about her students and this class is the most useful class that I have taken throughout my time at Cornell.,"['Respected', ""Skip class? You won't pass."", 'Hilarious', 'Caring', 'Clear grading criteria']"
Paul A. Fleming,,[]
Janis L. Whitlock,,[]
Shaun B. Nichols,,[]
Barbara A. Baird,,[]
Mike  Thompson,,[]
Julio O. Giordano,,[]
Annie P. Lewandowski,Annie is a great lecturer and gave us a lot of help during class.,"['Gives good feedback', 'Inspirational', 'Caring']"
Eleonora  Patacchini,,[]
Katharina Maria Kral,,[]
Siba N'Zatioula Grovogui,,[]
Olivier  Desjardins,Very interesting lectures. Great experience of take-home and oral exams.,"['Amazing lectures', 'Gives good feedback', 'Accessible outside class']"
Cortelyou Churchill Kenney,,[]
Miloje  Despic,"I greatly enjoyed this class. Prof. Despic makes the course fun, engaging, and not difficult. Exams mirrored the weekly problem sets and even had bonus points.","[""Skip class? You won't pass."", 'EXTRA CREDIT', 'Respected']"
Pradeep  Muthukrishnan,,[]
Andrej  Singer,Definite a super nice and friendly professor. Very approachable. Lectures are organized.,"['Gives good feedback', 'Respected', 'Accessible outside class']"
Risa L. Lieberwitz,"Awesome prof who really cares. Sample exams show you exactly what you need to do. Classes are really helpful in highlighting the legal principles and rules that you need. Make sure you do your briefs, should be 20 minutes per lecture and will be very helpful for the exam. Generally application based class with a few specifics to know.","['Get ready to read', 'Participation matters', ""Skip class? You won't pass."", 'Tough grader', 'Caring']"
Lauren  Stulgis,,[]
Benjamin S. Yost,,[]
Sara C Pryor,,[]
Brian Glenn Collins,,[]
Dan J Awrey,,[]
Douglas A. Haith,,[]
James Richard Shealy,"Lecture's are pretty standard, a bit fast paced at first, but settles down as the semester progresses. Problem sets are biweekly, but very long. Labs also take a very long time and are often confusing. Exams are very easy; he gives you very explicit hints to the content of the exams before hand since 2100 covers so much material.","['Lots of homework', 'EXTRA CREDIT', 'Clear grading criteria', 'Hilarious', 'Caring']"
Frank  Lomax,,[]
Julie H. Carmalt,"Julie Carmalt is one of the best professors at Cornell. Full stop. This class had nothing to do with my intended career plans at the time, and it essentially changed my outlook on my future goals and the world in general. She's hilarious and truly cares about each of her students. I would take her class every semester if I could.","['Inspirational', 'Hilarious', 'Accessible outside class', 'Clear grading criteria', 'Caring']"
Fang  Liu,,[]
Mitchell J Glass,,[]
Gene M. Nighman,,[]
Maureen R. Waller,"Great professor, very enthusiastic and knowledgeable about inequality, poverty, race, and families. Classes are mostly discussion based, so participation based on readings (which is pretty heavy, but very fascinating) is crucial. This was easily one of my favorite classes at Cornell, and one in which I learned a ton. The class is seminar based so you need to do the readings. Maureen is really passionate about the material and wants you to engage with the readings which aren't hard to grasp. Speak up in class, relate the material to qualitative methods & soc. theory, and you're good! Great! Definitely not ""nice"" as some people said below. Has an attitude. Definitely take another policy class in PAM, this one may be a little easier but there are other PAM courses that are just as easy and much better. Nice easy PAM class. You don't really need to go to class just do the textbook readings. She's really nice too",[]
Anil  Nerode,"While his lectures were often confusing, he was always open to meet outside of class. He is clearly extremely well read. He doesn't care about grades, but is interested in students getting the most they can out of the class and their investment. If you can show that you are interested and care about the material, the grades should follow.","['Lots of homework', 'Caring', 'Lecture heavy', 'Clear grading criteria', 'Tests? Not many']"
Ngai Keung  Chan,,[]
Bruce V. Lewenstein,"A really great professor who genuinely cares about his students. He is very understanding and grades on your progress (not natural talent for writing). The writing labs were interesting and a great way to show participation. I am a shy student but would work hard during the lab and add to discussion boards and got credit for participation. Really easy and helpful, but definitely an extremely dry lecture. Boring, but gets the job done. He's a very nice professor, lively and into what he teaches. The information is pretty self explanatory or common sense stuff. He's very responsive to student feedback and makes adjustments accordingly, like improving his tests or notes. Didn't really need to read the book, lectures cover most of the info. Makes it easy/wants you to do well Awesome. Prof. Lewenstein is one of the nicest people around. As already mentioned, the material is somewhat dry and ""duh"" but he makes it interesting and makes you think about the various aspects of science communication. Wrote about 6 or 7 2pg papers throughout the course, in addition to 2 midterm papers and a final essay. Def an easy class worth taking.",[]
Mary Caroline Smith,,[]
Levent V. Orman,,[]
Kimberley  Alger-Norton,,[]
Frederick M. Ahl,,[]
Erin E. Epperly,,[]
Gerard Laurence Aching,,[]
Lorraine Ayana Francis,,[]
Mingming  Wu,"This class was okay, it gives you a sampling of knowledge you need for future classes. She didn't really help anyone understand anything, so thankfully the material is pretty easy. Projects/HW is usually easy but time consuming. Professor doesn't have much personality, but is reasonably clear and fair Prof. Wu  is pretty boring in lecture. She also is not very clear or well organized, and often speeds through important topics. HW an case studies are graded very strictly, but that just takes some getting used to. The TAs in this class are your best friends. I highly recommend Dr. Wu's microfluidics course. The labs were suitably challenging and the lectures were generally fun and laid-back. No exams - grades are largely determined by group lab reports and final presentation. Dr. Wu has been very kind and helpful to the students. Incoherent, clueless - shouldn't be teaching a class. Quite simply the worst prof. ever. Threatened to give me a ""C"" even though my average was in the 90's.","[""Skip class? You won't pass."", 'Group projects', 'Would take again', 'Lecture heavy']"
Richard Douglas Robinson,,[]
Ekarina  Winarto,,[]
Odette  Lienau,,[]
Eric  Tagliacozzo,"Tagliacozzo is the man. If you're a freshman, definitely take a FWS with him. He is so passionate about SE Asia and I would definitely jump at the chance to take a class with him again. If you do the work, put in the effort, show up to class, you're gold baby.","['Amazing lectures', 'Respected', 'Inspirational', 'Get ready to read', 'Hilarious']"
David B. Capaldi,,[]
Allison Brooke Hutchison,,[]
Richard Clark Stedman,,[]
Nina Overgaard Therkildsen,,[]
Khurram Khan Afridi,,[]
John William Kennedy,,[]
Daniel S Halpern-Leistner,"Professor Halpern-Leistner was excellent! He would not only answer your specific questions about the materials, but also quickly identify your conceptual problems and give clear, succinct explanations. Very knowledgeable and understanding. Would definitely take again!","['Accessible outside class', 'Amazing lectures', 'Inspirational', 'Lots of homework', 'Test heavy']"
James A. Gross,,[]
Mahdi  Esmaily Moghadam,"Knowledgeable but sometimes cannot convey what it is hes trying to teach us. Also pretty bland, not that math is exciting but at least liven up a little.",[]
Celia Ann Evans,,[]
Timothy Conway Murray,"I was in his freshmen writing seminar called critical surfing. He seemed kind of off topic sometimes but his assignments are reasonalbly distributed and not so overwhelming. He is generally nice and easy grading. His video demonstrations are interesting yet disgusting time to time. He is generally a good professor and I liked his class. One of my fave classes this year. Really interested in what students have to say and interested in challenging opinions without being condescending. Class was always an adventure/unpredictable: you never know what crazy video or photo he'll show next. Has wide ranging wealth of knowledge, and seems interested in learning from his students as well. sounded like an interesting class and the syllabus mentioned art projects...WRONG. DO NOT TAKE THIS CLASS! The professor is arrogant, incomprehensible, and the TA was harsh on papers/tests. It was the class i took for ""fun"" and yet it will be bringing down my average! Murray is NOT intelligent and loads his class with **** papers and lectures!! Class is easy when doing the work on your own, but sitting in Murrays classroom is a frustrating experience.  Hes disorganized  and its hard to take notes.  Hes also very arrogant & opinionated, sharing his political opinions as class fact.  He showed the class irrelevant anti-israel materials and tested us on them. Extremely anal about attendance! The class sounds very interesting but it only touches many cool subjects-too many. We read a lot of super nuanced essays but they were too removed from the original material and were not expanded upon in class. Murray talks way too fast and expects that you can always follow his argument-but you cant. He is arrogant and unclear-often very annoying.",[]
Crocker H. Liu,"Crocker Liu assigns a disrespectful amount of homework. It's content is not hard, but it's poorly written, unclear, and teaches you essentially nothing. Also, it takes more hours to complete than all other classes' work combined--hence, DISRESPECTFUL. Lectures are cursory and unnecessary. He makes you buy his slides instead of posting them online. Professor Liu wants to give too much to the students. The AVERAGE score of the class of midterm is 32.4% of total score. And during the final exam, he started the exam 20min before the official time. Then during the test he announced the exam duration shortened from 3 hour to 2:30. But it doesn't change much of the result even with more time","['Tough grader', 'Lots of homework', 'Test heavy']"
Mardelle M. Shepley,,[]
Draga  Zec,"Draga was always available for help outside class and was patient with all my questions. I found it a little hard to follow along in class, but her helpfulness made up for that.",[]
David Nicholas Costanza,,[]
Teresa E. Pawlowska,,[]
Lauren  Monroe,"Professor Monroe is phenomenal! She presents her material in a very clear and concise manner. She is engaging. She is thoroughly invested in the well-being of her students. She is fair and honest. If you ever have the chance to take a course with her, you must! Monroe is the sweetest lady ever.. her class was awesome, super enlightening, and she really tried to make it interesting for everyone in the class. The books we used were pretty dense, and long readings, but class discussions made up for them. Enlightening lectures, workload not too burdensome. Professor Monroe is absolutely amazing! This was one of my favorite classes. I regularly looked forward to our class discussions. There is a LOT of reading, but make sure to do the bible readings and as much else as you can. The final exam questions were a little unexpected, but my final paper for this class was one of my favorite research papers. She is one of the best professors I have had a Cornell. This class , thanks to Professor Monroe, was extremely interesting and I learned A LOT. The class is ""easy"" but you have to put a lot of time into understating the material. I ended up understanding so much more of the course at the end of all her assignments and exams.",[]
Marie E Ozanne,,[]
Lucinda E.G. Ramberg,Professor Ramberg gives wonderful lectures that provide a lot of clarity on reading material. Lecture attendance is very important. Her essay prompts are vague but this never hurts your grade; she offers a lot of freedom in terms of what you write about. I loved her class so much that I'm taking another class by her this semester!,"['Get ready to read', 'Tough grader', 'Participation matters', 'Inspirational', 'Lots of homework']"
Chih-Chang  Chu,,[]
Courtney Ann Roby,"Had her for an FWS. nice and fun teacher. seems like a big nerd (in the good way). not the best at facilitating a useful discussion though. Overall pretty easy grader. Professor Roby is not a helpful professor at all. Overall, her Ancient Medicine course was extremely disorganized. She expects you to do three assignments every weekend (including breaks) and is very unreasonable when communicating with her about issues you may have with the class. Lectures are monotone and poorly delivered. Would not recommend. Extremely clear, yet tedious professor.  Has a sweet disposition and definitely knows her material.  The class itself is boring, however, and I would never attend lectures if she did not randomly ask us to submit our thoughts on powerpoint slides to be a part of the participation grade.  Readings are really cool and discussion section is so so. Good class. Great professor. Very kind and understanding.",['Lots of homework']
Adam James Schoene,,[]
Marianne Agnes Cocchini,,[]
Jan  Lammerding,,[]
Ziv  Goldfeld,,[]
Carl Peter Franck,"He's really nice and means well, but he can't teach. Grading scheme is unclear, tests don't always reflect the content, & lectures aren't helpful in any way. His strategy is to look at the slides he took from another teacher for the first time in class, which means he has no idea what he's doing and sometimes gets his own iClicker questions wrong. Carl is really helpful and cares about his students (ie. meets up with individual students to discuss labs and writing reports). However, he's not particularly clear at times. Very confusing recitation.  It would help if this instructor learned to talk more slowly, and not jump so quickly from topic to topic. Carl is really nice, but he's an awful teacher. Basically didn't teach or spell out his expectations for anything (data analysis techniques, experimental methods, report writing...).",[]
John Joseph Eckenrode,,[]
